排序,標題,縣市,區域,類別,備註,推薦者,搜尋連結,詳細地址,原始地址,評價,評論數,消費金額,標記刪除,商店網址,緯度,經度,flag,分享連結,flag2
86,Casa de Moalboal,海外,菲律賓,3 星級飯店,支持青鳥 支持太陽花,,https://maps.app.goo.gl/1JWzBAonrxmPx7Pq7,Oltmanns RdMoalboal6032 Cebu菲律賓,"Oltmanns Rd, Moalboal, 6032 Cebu, 菲律賓",4.6,171,,,,9.9357889,123.3781255,,https://maps.app.goo.gl/1JWzBAonrxmPx7Pq7,
87,瑯嶠金屬工作室,屏東縣,恆春鎮,手工藝品,老闆常在粉專個人臉書發文，現已搬到高雄去，詳洽粉絲專頁,,https://maps.app.goo.gl/HMMmJNRPBhhDRmVQ8,恆南路125巷30弄9號,946屏東縣恆春鎮恆南路125巷30弄9號,4.8,6,,,,21.9969048,120.7437757,,https://maps.app.goo.gl/HMMmJNRPBhhDRmVQ8,
88,珈琲朗 Coffee Lounge [ 飯糰餐11:00供應］,屏東縣,枋山鄉,咖啡店,,,https://maps.app.goo.gl/Ds8XUC51bADD573V8,枋山路15號,941屏東縣枋山鄉枋山路15號,4.7,495,$200-400,,,22.2620975,120.6508851,,https://maps.app.goo.gl/Ds8XUC51bADD573V8,
89,吾棲甜點工作室,屏東縣,恆春鎮,暫時關閉,,,https://maps.app.goo.gl/dXmw9D4F8nGeR5iP7,環城北路142巷7號1樓,946屏東縣恆春鎮環城北路142巷7號1樓,5,34,,,,22.0095145,120.747264,,https://maps.app.goo.gl/dXmw9D4F8nGeR5iP7,
90,AJ•BURGER,屏東縣,恆春鎮,漢堡飽,,,https://maps.app.goo.gl/si6gNzgJhoBGr5fKA,糠林南路19號,946屏東縣恆春鎮糠林南路19號,4.9,111,$200-400,,,21.9877994,120.7324075,,https://maps.app.goo.gl/si6gNzgJhoBGr5fKA,
91,LI.KA CAFE 力卡珈琲,台東縣,太麻里鄉,咖啡店,老闆出現在民進黨競選廣告中 · https://youtu.be/XQSb_aqQTEc?si=F6VOyMiTh0JyccHH,,https://maps.app.goo.gl/jQXC6NvxhmUEHjzdA,金崙129號,963台東縣太麻里鄉金崙129號,4.4,683,$200-400,,,22.5312706,120.9662915,,https://maps.app.goo.gl/jQXC6NvxhmUEHjzdA,
92,華珍早餐 二代旗艦店,屏東縣,東港鎮,早餐,,,https://maps.app.goo.gl/xZ9YN3zfbehwqKXz6,中正路114號,928屏東縣東港鎮中正路114號,4,451,$1-200,,,22.4672199,120.4503194,,https://maps.app.goo.gl/xZ9YN3zfbehwqKXz6,
93,半熟早午餐Over Eazy Brunch（已停業）,屏東縣,恆春鎮,早午餐,https://www.threads.com/@overeazy_brunch/post/DMZFGFjv8CB?xmt=AQF0Ev1DX_TDq78mQrI8VfwFxfWpHRxfm8e1CEjO_h5b0Q,,https://maps.app.goo.gl/EkvxiSXXn9pf4XMs6,恆公路388號,946屏東縣恆春鎮恆公路388號,4.6,372,$200-400,,,21.9991003,120.7411939,,https://maps.app.goo.gl/EkvxiSXXn9pf4XMs6,
94,人人健身房,高雄市,小港區,健身室,,,https://maps.app.goo.gl/VRRJqGMWKS3ixJK5A,光耀街152號,812高雄市小港區光耀街152號,3.6,20,,,,22.5605664,120.3687602,,https://maps.app.goo.gl/VRRJqGMWKS3ixJK5A,
95,看海美術館,屏東縣,車城鄉,藝術博物館,,,https://maps.app.goo.gl/Ddvhb7gQVRrENaka6,海口路1-12號,944屏東縣車城鄉海口路1-12號,4.5,4222,,,,22.089931,120.7152811,,https://maps.app.goo.gl/Ddvhb7gQVRrENaka6,
96,打個蛋海旅,台東縣,太麻里鄉,3 星級飯店,老闆出現在民進黨競選廣告中 · https://youtu.be/XQSb_aqQTEc?si=F6VOyMiTh0JyccHH,,https://maps.app.goo.gl/vftoaq7iybD6KoRq9,四鄰129號,96344台東縣太麻里鄉四鄰129號,4.6,376,,,,22.5313538,120.9662818,,https://maps.app.goo.gl/vftoaq7iybD6KoRq9,
97,留下旅舍/ The Way Hostel&Bar,屏東縣,東港鎮,青年旅舍,,,https://maps.app.goo.gl/oCduoasETuAn62ps7,船頭路24-78號,928屏東縣東港鎮船頭路24-78號,4.7,549,,,,22.4611545,120.4607024,,https://maps.app.goo.gl/oCduoasETuAn62ps7,
98,莎曼莎咖啡茶飲,高雄市,大寮區,餐廳,其邁落選咖啡會贊助店家,,https://maps.app.goo.gl/q9AXmFKgisbzBDrj6,鳳林一路32號32之3號,831高雄市大寮區鳳林一路32號32之3號,4.8,14,,,,22.5385189,120.4029869,,https://maps.app.goo.gl/q9AXmFKgisbzBDrj6,
99,祥濱辦桌-外燴宴席服務團隊-(戶外廟會推薦、尾牙春酒、企業活動、搶手年菜、真空料理包宅配),高雄市,林園區,到會服務,,,https://maps.app.goo.gl/FkGFmQf5HGhmkmXJA,文化街48號,832高雄市林園區文化街48號,5,87,,,,22.5023025,120.3940826,,https://maps.app.goo.gl/FkGFmQf5HGhmkmXJA,
100,EK 烘焙 | 自家烘焙咖啡豆、麵包,屏東縣,潮州鎮,咖啡店,https://www.threads.net/@ek_baking_roasting_studio/post/DEjj6OMT8XX?xmt=AQGzpfk2pqNh77_VSej0NmB_8wa9QmX0T5UQ9U6yaT6pKA,,https://maps.app.goo.gl/PTsgndzp2fLGVpqa6,開元路35號,920屏東縣潮州鎮開元路35號,4.9,71,$1-400,,,22.5450106,120.5682253,,https://maps.app.goo.gl/PTsgndzp2fLGVpqa6,
101,Well Energy Practice 維康中醫診所,海外,澳洲,中醫診所,旅居澳洲雪梨的深綠台灣人 · https://www.threads.net/@cmr1704982,,https://maps.app.goo.gl/gfGZYTHLpmYotmHi9,"4 Palmerston Rd, Waitara NSW 2077澳洲","4 Palmerston Rd, Waitara NSW 2077澳洲",5,2,,,,24.1268906,120.6652902,,https://maps.app.goo.gl/gfGZYTHLpmYotmHi9,
102,摩斯漢堡 頂溪店,新北市,永和區,餐廳,,,https://maps.app.goo.gl/kRzNxj3WmAFgECL79,永和路二段239-2號,234新北市永和區永和路二段239-2號,3.2,748,$1-200,,,25.0146466,121.5156193,,https://maps.app.goo.gl/kRzNxj3WmAFgECL79,
103,品味麵亭,台北市,中山區,麵店,,,https://maps.app.goo.gl/H2CddgyJ1d7sbNre9,錦州街28之6號,104台北市中山區錦州街28之6號,4.7,54,$1-200,,,25.0602278,121.5246255,,https://maps.app.goo.gl/H2CddgyJ1d7sbNre9,
104,一志雞排,台北市,中正區,炸物串與串炸餐廳,,,https://maps.app.goo.gl/igcDRhnnopdXGt7P8,濟南路一段13巷,100台北市中正區濟南路一段13巷,4.3,790,$1-200,,,25.0429227,121.5223091,,https://maps.app.goo.gl/igcDRhnnopdXGt7P8,
105,你好禮好民宿,嘉義縣,竹崎鄉,民宿,,,https://maps.app.goo.gl/izn8uSwcHwCqktSCA,604嘉義縣竹崎鄉,604嘉義縣竹崎鄉,5,80,,,,23.5148761,120.5466311,,https://maps.app.goo.gl/izn8uSwcHwCqktSCA,
106,BURGER OUT,台北市,信義區,漢堡飽,,,https://maps.app.goo.gl/p2tttTM69ZfCjiaG8,忠孝東路四段553巷22弄2號,11072台北市信義區忠孝東路四段553巷22弄2號,4.6,1538,$200-400,,,25.0431633,121.563065,,https://maps.app.goo.gl/p2tttTM69ZfCjiaG8,
107,摩斯漢堡 蘇澳服務區店,宜蘭縣,蘇澳鎮,快餐,,,https://maps.app.goo.gl/uWjTaNvo4qXZFPXD8,270,270宜蘭縣蘇澳鎮270,2,43,$1-200,,,24.6213136,121.8156066,,https://maps.app.goo.gl/uWjTaNvo4qXZFPXD8,
108,摩斯漢堡 竹林店,新北市,永和區,漢堡飽,,,https://maps.app.goo.gl/DFZ9mqJgRx3xDWmt6,竹林路199-1號,234新北市永和區竹林路199-1號,3.8,771,$1-200,,,25.0092243,121.5207006,,https://maps.app.goo.gl/DFZ9mqJgRx3xDWmt6,
109,滿上仙草茶飲專賣店 台北松江店,台北市,中山區,冰品飲料店,,,https://maps.app.goo.gl/KacdTJdudFg7xSt8A,松江路58號,104台北市中山區松江路58號,4,374,$1-200,,,25.0487859,121.5327458,,https://maps.app.goo.gl/KacdTJdudFg7xSt8A,
110,茶田35號 小笠原二館（預約優先制),嘉義縣,阿里山鄉,茶藝館,,,https://maps.app.goo.gl/mJDffpLYrPdrda636,103號,605嘉義縣阿里山鄉103號,4.3,571,$$,,,23.5072119,120.8232164,,https://maps.app.goo.gl/mJDffpLYrPdrda636,
111,沐荼寺淡海店-臺灣精品茶飲專門Mutucha,新北市,淡水區,冰品飲料店,沐荼寺：堅持使用台灣茶、台農物料，管理者為純台資*永泰豐國際有限公司* · https://www.facebook.com/share/p/14eHT7gxDN/ · 淡海店：經營者小編1450，可拿青鳥貼紙包 · https://www.threads.net/@acatarbt,,https://maps.app.goo.gl/k9R7NTdm8WMRnBpK6,義山路二段245號,251662新北市淡水區義山路二段245號,4.2,264,$1-200,,,25.1960467,121.438661,,https://maps.app.goo.gl/k9R7NTdm8WMRnBpK6,
112,台灣人蕃薯糖圓仔湯,嘉義市,西區,甜品店,,,https://maps.app.goo.gl/4NLFZCFEJ8yYQHfS9,蘭井街249號,600嘉義市西區蘭井街249號,4.1,455,$,,,23.477232,120.4486363,,https://maps.app.goo.gl/4NLFZCFEJ8yYQHfS9,
113,蒙滷食堂- 松山民生店,台北市,松山區,火鍋,有藐視國會T恤,,https://maps.app.goo.gl/Dfu6kfxdSjW2bNq3A,延壽街93號,105台北市松山區延壽街93號,4.7,38,$200-400,,,25.0572039,121.5665776,,https://maps.app.goo.gl/Dfu6kfxdSjW2bNq3A,
114,歪歪球 Wild Wild Ball,宜蘭縣,蘇澳鎮,旅遊景點,,,https://maps.app.goo.gl/GnExD1xBkqfu8rg68,海山西路275號,270宜蘭縣蘇澳鎮海山西路275號,4.8,8500,,,,24.6129371,121.83167,,https://maps.app.goo.gl/GnExD1xBkqfu8rg68,
115,公館阿姨滷味-滷味/輕食/健康養生/平價美食,台北市,中正區,熟食店,張貼民進黨籍立委吳沛憶的年曆,,https://maps.app.goo.gl/7s6WXgi82E2d9hJp8,羅斯福路三段286號跟284巷口（文盛公園對面,100台北市中正區羅斯福路三段286號跟284巷口（文盛公園對面,4.6,422,$1-200,,,25.0164054,121.5322509,,https://maps.app.goo.gl/7s6WXgi82E2d9hJp8,
116,莆林庄(大林肉夾饃）一至六正常營業禮拜天固定休息,嘉義縣,大林鎮,中國菜,,,https://maps.app.goo.gl/A3fBqWQJwXB2nWBF9,民權路53號,622嘉義縣大林鎮民權路53號,4.7,208,$1-200,,,23.6002731,120.460604,,https://maps.app.goo.gl/A3fBqWQJwXB2nWBF9,
117,小巷生活豆花,高雄市,新興區,甜品店,,,https://maps.app.goo.gl/8PKA348Tov8JXdzbA,達仁街82號,800高雄市新興區達仁街82號,4.6,242,,,,22.629965,120.308934,,https://maps.app.goo.gl/8PKA348Tov8JXdzbA,
118,和記傻瓜麵,台中市,北區,麵店,,,https://maps.app.goo.gl/gAu12gzLzRXs9h8v8,太平路119號,404台中市北區太平路119號,4.3,1874,$1-200,,,24.1484354,120.6826964,,https://maps.app.goo.gl/gAu12gzLzRXs9h8v8,
119,,,,,,,,,,,,,,,,,,,
120,沐荼寺南崁店-臺灣精品茶飲專門 蘆竹必喝飲料|飲料推薦|外送飲料|人氣茶飲|奶蓋首選|推薦手搖|熱門飲料|在地推薦飲料,桃園市,蘆竹區,永久歇業,沐荼寺：堅持使用台灣茶、台農物料，管理者為純台資*永泰豐國際有限公司* · https://www.facebook.com/share/p/14eHT7gxDN/ · 大千金茶飲：原為懷寧店，因理念不合已經解除合作,,https://maps.app.goo.gl/XMkTnGKDkjxDExbw8,忠孝西路39號,33861桃園市蘆竹區忠孝西路39號,4.2,141,,,,25.0438199,121.2922367,,https://maps.app.goo.gl/XMkTnGKDkjxDExbw8,
121,沐荼寺內湖店-臺灣精品茶飲專門,台北市,內湖區,冰品飲料店,沐荼寺：堅持使用台灣茶、台農物料，管理者為純台資*永泰豐國際有限公司* · https://www.facebook.com/share/p/14eHT7gxDN/ · 大千金茶飲：原為懷寧店，因理念不合已經解除合作,,https://maps.app.goo.gl/MN5sEPAoVkVBVNoB6,內湖路一段323巷18弄2-1號,114台北市內湖區內湖路一段323巷18弄2-1號,4.1,24,$1-200,,,25.0839156,121.5678279,,https://maps.app.goo.gl/MN5sEPAoVkVBVNoB6,
122,沐荼寺竹北店-臺灣精品茶飲專門,新竹縣,竹北市,珍珠奶茶,沐荼寺：堅持使用台灣茶、台農物料，管理者為純台資*永泰豐國際有限公司* · https://www.facebook.com/share/p/14eHT7gxDN/ · 大千金茶飲：原為懷寧店，因理念不合已經解除合作,,https://maps.app.goo.gl/1krocWYsu3Fq7bMAA,光明六路東一段247號,30264新竹縣竹北市光明六路東一段247號,4.5,177,,,,24.8207038,121.0266872,,https://maps.app.goo.gl/1krocWYsu3Fq7bMAA,
123,沐荼寺林口店-臺灣精品茶飲專門,新北市,林口區,珍珠奶茶,沐荼寺：堅持使用台灣茶、台農物料，管理者為純台資*永泰豐國際有限公司* · https://www.facebook.com/share/p/14eHT7gxDN/ · 大千金茶飲：原為懷寧店，因理念不合已經解除合作,,https://maps.app.goo.gl/w98ubUdag3SFBHRg8,文化二路一段92-1號,244新北市林口區文化二路一段92-1號,4.5,251,,,,25.069764,121.3667461,,https://maps.app.goo.gl/w98ubUdag3SFBHRg8,
124,沐荼寺蘆洲店 臺灣精品茶飲專門店mutucha,新北市,蘆洲區,飲品分銷商,沐荼寺：堅持使用台灣茶、台農物料，管理者為純台資*永泰豐國際有限公司* · https://www.facebook.com/share/p/14eHT7gxDN/ · 大千金茶飲：原為懷寧店，因理念不合已經解除合作,,https://maps.app.goo.gl/4k1H9ZWkNLzJ2AqH6,中山二路197號,247新北市蘆洲區中山二路197號,4.8,90,,,,25.0806071,121.4708112,,https://maps.app.goo.gl/4k1H9ZWkNLzJ2AqH6,
125,三峽-大同橋'甕仔雞',新北市,三峽區,雞肉,來吃飯時剛好人不多 幾個客人大聊藍白多噁心 中途員工還加入聊天 而且是用台語快樂聊天,,https://maps.app.goo.gl/kygwJwAoKACGTUcs7,中正路二段206號,237新北市三峽區中正路二段206號,4.1,"1,143",$400-600,,,24.9142728,121.3657378,,https://maps.app.goo.gl/kygwJwAoKACGTUcs7,
126,蓬萊台菜餐廳,台北市,北投區,台灣菜,,,https://maps.app.goo.gl/XpYJVyMkWYosjPvt9,中和街238號1樓,11252台北市北投區中和街238號1F,4.2,1470,$400-600,,,25.1394509,121.501449,,https://maps.app.goo.gl/XpYJVyMkWYosjPvt9,
127,,,,,,,,,,,,,,,,,,,
128,金香豬腳•涼麵,台北市,中山區,冷麵店,,,https://maps.app.goo.gl/gCmksoRvcABBoqUJ9,錦州街253-1號,104台北市中山區錦州街253-1號,4,"1,904",$1-200,,,25.0603875,121.5343753,,https://maps.app.goo.gl/gCmksoRvcABBoqUJ9,
129,BearJunkies熊飲（早午餐＆酒吧）,台北市,萬華區,早午餐,貓最愛去的gaybar,,https://maps.app.goo.gl/WgtGgfZgAfHQnmFM6,昆明街192號2樓,108台北市萬華區昆明街192號2樓,4.8,798,$200-400,,,25.0411766,121.5043785,,https://maps.app.goo.gl/WgtGgfZgAfHQnmFM6,
130,水森水產,台中市,南屯區,餐廳,,,https://maps.app.goo.gl/L6bBVytkKMC1Ws827,大墩十一街165號,408台中市南屯區大墩十一街165號,4.6,"4,441",$$$,,,24.1486934,120.6508373,,https://maps.app.goo.gl/L6bBVytkKMC1Ws827,
131,財哥專業檳榔,花蓮縣,吉安鄉,蔬果加工,,,https://maps.app.goo.gl/Pi5BtjERpvAPWnV87,知卡宣大道二段262號,973花蓮縣吉安鄉知卡宣大道二段262號,5,13,,,,23.940427,121.582841,,https://maps.app.goo.gl/Pi5BtjERpvAPWnV87,
132,Twomi Coffee 岡山店（沒有貓，十點不收客）,高雄市,岡山區,咖啡店,,,https://maps.app.goo.gl/NvKb9HQZEzHw9Z5z7,維新東街22號,820高雄市岡山區維新東街22號,4.8,234,$200-400,,,22.793813,120.297994,,https://maps.app.goo.gl/NvKb9HQZEzHw9Z5z7,
133,長榮小吃(小吃店）,新北市,瑞芳區,熟食店,,,https://maps.app.goo.gl/skZyipLhwQYfwJNNA,深澳路153號,224新北市瑞芳區深澳路153號,4.5,"2,302",$200-400,,,25.1336034,121.8203761,,https://maps.app.goo.gl/skZyipLhwQYfwJNNA,
134,基河臭豆腐,台北市,士林區,中國菜,,,https://maps.app.goo.gl/qFEVt3WnTWkXgMoR7,111台北市士林區基河路1號1樓,111台北市士林區基河路1號1樓,4,111,$1-200,,,25.0862984,121.5249504,,https://maps.app.goo.gl/qFEVt3WnTWkXgMoR7,
135,Puzzle Kitchen 味道拼圖 西寧店,台北市,萬華區,餐廳,,,https://maps.app.goo.gl/eAwas1BpCBaapEF3A,西寧南路46號2樓,108台北市萬華區西寧南路46號2樓,4.6,"1,324",$200-400,,,25.0445879,121.506339,,https://maps.app.goo.gl/eAwas1BpCBaapEF3A,
136,台東客來吃樂（店休不固定，請查詢粉絲專頁））,台東縣,台東市,中式麵食,,,https://maps.app.goo.gl/kmqZDAykN1mEFdAk6,新生路218號,950台東縣台東市新生路218號,4.5,3594,$1-200,,,22.7545696,121.1459322,,https://maps.app.goo.gl/kmqZDAykN1mEFdAk6,
137,大衛洋咖啡DAVIDYANG COFFEE,台南市,中西區,咖啡店,,,https://maps.app.goo.gl/rncZhzivUpkx513j7,府前路一段185號,700台南市中西區府前路一段185號,4.4,291,$1-200,,,22.9889126,120.2048861,,https://maps.app.goo.gl/rncZhzivUpkx513j7,
138,途中．台東國際青年旅舍 On My Way．Taitung Hostel & Backpacker,台東縣,台東市,2 星級飯店,,,https://maps.app.goo.gl/o1enBL38WVLkekuo6,安和路102巷30號,95058台東縣台東市安和路102巷30號,4.9,"5,460",,,,22.7974044,121.1241167,,https://maps.app.goo.gl/o1enBL38WVLkekuo6,
139,WEBBERHOOD COFFEE ROASTERS -無訂位,桃園市,桃園區,咖啡店,哎,,https://maps.app.goo.gl/PXA6KrMD7ETtGjdd8,國強一街172號1 樓,330桃園市桃園區國強一街172號1 樓,4.8,243,$200-400,,,24.9926001,121.2837943,,https://maps.app.goo.gl/PXA6KrMD7ETtGjdd8,
140,Weekend Planners 酵想 / 營業時間12：00ー售完為止,新竹市,東區,甜品店,,,https://maps.app.goo.gl/t8SJrD3gwUtCEUMR9,仁愛街76號,300新竹市東區仁愛街76號,4.2,201,,,,24.8083884,120.9705243,,https://maps.app.goo.gl/t8SJrD3gwUtCEUMR9,
141,福福鋼筆店,花蓮縣,花蓮市,文具店,,,https://maps.app.goo.gl/Ln2Dxta2UaZk1WyZ6,中山路148號,970花蓮縣花蓮市中山路148號,4.4,80,,,,23.9771502,121.6093913,,https://maps.app.goo.gl/Ln2Dxta2UaZk1WyZ6,
142,康橋商旅 台東館,台東縣,台東市,3 星級飯店,,,https://maps.app.goo.gl/MX7sTR1yP1JAL4pBA,中興路一段209巷16號,950台東縣台東市中興路一段209巷16號,4.5,4096,,,,22.7674011,121.1420972,,https://maps.app.goo.gl/MX7sTR1yP1JAL4pBA,
143,J. R. Waterwoods,台北市,士林區,服裝店,,,https://maps.app.goo.gl/9SyxpxEpWKH76zHv9,中山北路七段60號,111台北市士林區中山北路七段60號,4.7,41,,,,25.1208667,121.5315463,,https://maps.app.goo.gl/9SyxpxEpWKH76zHv9,
144,戰鬥雞 台中龍井新興店｜水晶油雞｜紹興醉雞｜泰式酸辣｜涼拌鮮雞｜新鮮蔬菜｜養生雞湯｜輕食餐盒｜健身運動｜健康餐盒｜增肌減脂｜好吃便當｜外帶美食｜特色小吃｜台中美食推薦,台中市,龍井區,中國菜,,,https://maps.app.goo.gl/eYC7Bbw4r9TvRUk99,新興路106號,434台中市龍井區新興路106號,4.2,82,$1-200,,,24.1821963,120.5835902,,https://maps.app.goo.gl/eYC7Bbw4r9TvRUk99,
145,五色鳥底片沖掃&現烘咖啡豆,台北市,中正區,攝影工作室,反核旗幟,,https://maps.app.goo.gl/j3miVt45mo6cn1zz7,羅斯福路四段92號2樓31R(水源市場2樓31號,100台北市中正區羅斯福路四段92號2樓31R(水源市場2樓31號,4.5,50,,,,25.013651,121.534973,,https://maps.app.goo.gl/j3miVt45mo6cn1zz7,
146,四序自修室,桃園市,桃園區,K 書中心,,,https://maps.app.goo.gl/1TB2ofUde6BAa8kM9,正光路86巷28號,330桃園市桃園區正光路86巷28號,4.9,166,,,,24.9948318,121.29593,,https://maps.app.goo.gl/1TB2ofUde6BAa8kM9,
147,成功海銀行,台東縣,成功鎮,餐廳,,,https://maps.app.goo.gl/CXpe2L6rv826cUWx9,中華路66號,961006台東縣成功鎮中華路66號,4.6,220,$200-400,,,23.1004993,121.3784724,,https://maps.app.goo.gl/CXpe2L6rv826cUWx9,
148,那瑪夏LU-MAH餐廳&民宿,高雄市,那瑪夏區,民宿,台鋼雄鷹應援團長-希本家的民宿,,https://maps.app.goo.gl/xPmndzjqjSyrLJZg8,鞍山巷74號,849高雄市那瑪夏區鞍山巷74號,4.7,216,,,,23.2182892,120.6932808,,https://maps.app.goo.gl/xPmndzjqjSyrLJZg8,
149,成名咖啡,台南市,歸仁區,咖啡店,1.支援台南青鳥宴店家👍 2.響應黑熊學院主戰派活動,,https://maps.app.goo.gl/qE9mLwiGF6cGovXK7,大順五街32號,711台南市歸仁區大順五街32號,5,71,$1-200,,,22.9647601,120.2861212,,https://maps.app.goo.gl/qE9mLwiGF6cGovXK7,
150,拾位製飯所,桃園市,桃園區,餐廳,,,https://maps.app.goo.gl/cBUb4BVDzQXs8kyW7,民族路2號,330桃園市桃園區民族路2號,4.8,467,$400-600,,,24.9885233,121.3106693,,https://maps.app.goo.gl/cBUb4BVDzQXs8kyW7,
151,綠野山莊花園餐廳,高雄市,大社區,中國菜,,,https://maps.app.goo.gl/zjqiQk9mbYHZ3gtV8,翠屏路112巷5-4號,815高雄市大社區翠屏路112巷5-4號,4.4,5078,$400-600,,,22.7352698,120.3731734,,https://maps.app.goo.gl/zjqiQk9mbYHZ3gtV8,
152,吃光食堂,台中市,西區,食堂與定食餐廳,,,https://maps.app.goo.gl/xiGyfqwVVETLuCzu6,西區五廊街12號,403台中市西區五廊街12號,4.5,1972,$200-400,,,24.1417528,120.6702538,,https://maps.app.goo.gl/xiGyfqwVVETLuCzu6,x
153,外皮超脆手作紅豆餅,新北市,板橋區,餐廳,,,,莒光路42號,220新北市板橋區莒光路42號,4.4,130,$1-200,,,25.0243272,121.4705256,,,
154,我不渣 咖啡渣 Coffee Geek/咖啡/調酒/台北咖啡廳/西門咖啡廳/coffee/咖啡小酒館/捷運西門站/西門咖啡/甜點/巴斯克乳酪蛋糕/鬆餅/提拉米蘇/外帶/內用,台北市,萬華區,咖啡店,響應黑熊學院主站派活動 (可以喝的到老闆用心製作的咖啡☕️ 咖啡豆供應是爐鍋咖啡好喝！),,https://maps.app.goo.gl/nBtFSXFHtMvFUC7R7,漢口街二段90巷11號,108台北市萬華區漢口街二段90巷11號,4.9,170,$1-200,,,25.0458455,121.5043109,,https://maps.app.goo.gl/nBtFSXFHtMvFUC7R7,
155,"Okinawa Yamato Transport Co., Ltd.Makishi-Ichiba Center",海外,日本,運送服務,,,https://maps.app.goo.gl/nnRX459Q3W9NxxPt7,2 Chome-9-21 MatsuoNahaOkinawa 900-0014日本,"2 Chome-9-21 Matsuo, Naha, Okinawa 900-0014日本",4.1,49,,,,26.2146392,127.6876485,,https://maps.app.goo.gl/nnRX459Q3W9NxxPt7,
156,沖咖啡公民會館/立法委員鍾佳濱服務處,屏東縣,屏東市,非政府組織,,,https://maps.app.goo.gl/NqjU28zQQXh7JGfD7,自立路126巷3號,900屏東縣屏東市自立路126巷3號,4,78,,,,22.6654282,120.4903436,,https://maps.app.goo.gl/NqjU28zQQXh7JGfD7,
157,叁捌地方生活。3080s Local Style,高雄市,鹽埕區,活動策劃公司,響應黑熊學院主站派活動,,https://maps.app.goo.gl/61UWHJptJYAStfVd7,五福四路226號,803高雄市鹽埕區五福四路226號,4.7,88,,,,22.624452,120.2821623,,https://maps.app.goo.gl/61UWHJptJYAStfVd7,
158,喫茶月滿・月滿小書店,台中市,中區,餐廳,響應黑熊學院主站派活動,,https://maps.app.goo.gl/UKcBXifPxz74jU46A,中山路123號,400台中市中區中山路123號,4.8,251,$200-400,,,24.1397987,120.6806619,bb,https://maps.app.goo.gl/UKcBXifPxz74jU46A,
